external_ref_id,our_trade_id,timestamp,symbol,quantity,price,counterparty_id
EXT003500,TRD005095,2024-01-15T19:04:00.000Z,NVDA,6749,513.35,CP19
EXT003501,TRD005096,2024-01-15T14:38:00.000Z,AAPL,6750,368.44,CP4
EXT003502,TRD005097,2024-01-15T18:34:00.000Z,TSLA,7331,444.13,CP15
EXT003503,TRD005098,2024-01-15T16:53:00.000Z,GOOGL,3198,234.46,CP16
EXT003504,TRD005099,2024-01-15T16:25:00.000Z,AMZN,6482,480.50,CP20
EXT003505,TRD005100,2024-01-15T14:21:00.000Z,GOOGL,7338,146.32,CP2
EXT003506,TRD005101,2024-01-15T18:44:00.000Z,NVDA,9586,180.35,CP3
EXT003507,TRD005102,2024-01-15T19:48:00.000Z,AMZN,5529,532.86,CP18
EXT003508,TRD005103,2024-01-15T20:55:00.000Z,TSLA,3259,87.64,CP3
EXT003509,TRD005104,2024-01-15T18:00:00.000Z,AAPL,8988,140.36,CP10
EXT003510,TRD005105,2024-01-15T16:13:00.000Z,TSLA,4891,429.06,CP7
EXT003511,TRD005108,2024-01-15T19:26:00.000Z,TSLA,3474,533.00,CP2
EXT003512,TRD005109,2024-01-15T17:30:00.000Z,NVDA,3896,410.33,CP1
EXT003513,TRD005110,2024-01-15T19:35:00.000Z,GOOGL,893,98.94,CP3
EXT003514,TRD005111,2024-01-15T20:52:00.000Z,JPM,9104,336.20,CP8
EXT003515,TRD005113,2024-01-15T14:28:00.000Z,TSLA,1182,235.31,CP6
EXT003516,TRD005115,2024-01-15T16:12:00.000Z,META,541,312.39,CP12
EXT003517,TRD005116,2024-01-15T19:49:00.000Z,AAPL,9101,546.51,CP11
EXT003518,TRD005117,2024-01-15T17:53:00.000Z,TSLA,4386,414.70,CP17
EXT003519,TRD005118,2024-01-15T19:11:00.000Z,NVDA,9524,416.53,CP19
EXT003520,TRD005119,2024-01-15T20:55:00.000Z,AMZN,9283,324.41,CP13
EXT003521,TRD005120,2024-01-15T14:19:00.000Z,INVALID_SYM,7363,239.91999999,CP7
EXT003522,TRD005121,2024-01-15T16:32:00.000Z,AMZN,496,120.06,CP19
EXT003523,TRD005122,2024-01-15T14:42:00.000Z,INVALID_SYM,7051,114.20,CP16
EXT003524,TRD005123,2024-01-15T19:07:00.000Z,NVDA,6478,399.35,CP10
EXT003525,TRD005125,2024-01-15T17:09:00.000Z,INVALID_SYM,1021,379.45,CP2
EXT003526,TRD005126,2024-01-15T20:54:00.000Z,TSLA,7369,397.35,CP14
EXT003527,TRD005127,2024-01-15T20:55:00.000Z,MSFT,7643,298.30,CP19
EXT003528,TRD005128,2024-01-15T18:59:00.000Z,META,6822,410.75,CP11
EXT003529,TRD005129,2024-01-15T20:14:00.000Z,BAC,417,,CP6
EXT003530,TRD005130,2024-01-15T14:52:00.000Z,JPM,3443,233.46,CP19
EXT003531,TRD005131,2024-01-15T18:31:00.000Z,INVALID_SYM,1399,402.83,CP8
EXT003532,TRD005133,2024-01-15T19:16:00.000Z,AMZN,1409,266.09,CP8
EXT003533,TRD005134,2024-01-15T16:09:00.000Z,AAPL,3150,466.12,CP9
EXT003534,TRD005135,2024-01-15T15:00:00.000Z,AMZN,970,135.00,CP4
EXT003535,TRD005139,2024-01-15T18:33:00.000Z,INVALID_SYM,2822,,CP19
EXT003536,TRD005141,2024-01-15T15:19:00.000Z,BAC,1609,430.40999998999996,CP1
EXT003537,TRD005142,2024-01-15T19:32:00.000Z,AAPL,4868,108.55,CP16
EXT003538,TRD005143,2024-01-15T14:35:00.000Z,AAPL,7516,474.63,CP14
EXT003539,TRD005144,2024-01-15T17:37:00.000Z,META,3704,150.71,CP13
EXT003540,TRD005145,2024-01-15T14:31:00.000Z,NVDA,4284,192.20,CP17
EXT003541,TRD005147,2024-01-15T15:37:00.000Z,NVDA,2229,410.11,CP9
EXT003542,TRD005148,2024-01-15T17:17:00.000Z,MSFT,544,388.31,CP12
EXT003543,TRD005149,2024-01-15T14:52:00.000Z,TSLA,9750,217.99,CP2
EXT003544,TRD005153,2024-01-15T17:15:00.000Z,INVALID_SYM,6020,420.43,CP3
EXT003545,TRD005155,2024-01-15T17:23:00.000Z,AMZN,3892,351.55,CP2
EXT003546,TRD005156,2024-01-15T15:55:00.000Z,JPM,7750,249.46,CP13
EXT003547,TRD005157,2024-01-15T20:14:00.000Z,BAC,2612,446.63,CP3
EXT003548,TRD005158,2024-01-15T17:17:00.000Z,META,1075,249.26,CP12
EXT003549,TRD005161,2024-01-15T20:29:00.000Z,TSLA,7186,521.14,CP18
EXT003550,TRD005162,2024-01-15T16:42:00.000Z,AAPL,6299,325.62,CP13
EXT003551,TRD005163,2024-01-15T15:55:00.000Z,BAC,6999,506.00,CP7
EXT003552,TRD005164,2024-01-15T15:17:00.000Z,AMZN,3458,353.38,CP6
EXT003553,TRD005165,2024-01-15T18:50:00.000Z,META,4914,311.01,CP15
EXT003554,TRD005167,2024-01-15T18:06:00.000Z,NVDA,5969,414.10,CP16
EXT003555,TRD005168,2024-01-15T18:15:00.000Z,GOOGL,1382,259.92,CP3
EXT003556,TRD005169,2024-01-15T14:34:00.000Z,JPM,6674,389.14999998999997,CP8
EXT003557,TRD005171,2024-01-15T20:18:00.000Z,AMZN,5218,216.55,CP17
EXT003558,TRD005172,2024-01-15T16:09:00.000Z,NVDA,1041,422.16,CP10
EXT003559,TRD005174,2024-01-15T17:59:00.000Z,GOOGL,357,353.50,CP12
EXT003560,TRD005175,2024-01-15T18:32:00.000Z,AMZN,5372,437.55,CP10
EXT003561,TRD005177,2024-01-15T15:46:00.000Z,GOOGL,3566,107.12,CP8
EXT003562,TRD005178,2024-01-15T17:43:00.000Z,AMZN,3338,233.52,CP13
EXT003563,TRD005179,2024-01-15T14:24:00.000Z,INVALID_SYM,9827,191.68,CP16
EXT003564,TRD005180,2024-01-15T19:18:00.000Z,TSLA,1403,547.89999999,CP13
EXT003565,TRD005181,2024-01-15T17:26:00.000Z,GOOGL,4637,307.25,CP14
EXT003566,TRD005182,2024-01-15T18:56:00.000Z,TSLA,7767,291.88999999,CP17
EXT003567,TRD005184,2024-01-15T18:16:00.000Z,META,935,190.49999999000002,CP4
EXT003568,TRD005188,2024-01-15T19:58:00.000Z,META,8223,510.99,CP7
EXT003569,TRD005190,2024-01-15T15:53:00.000Z,GOOGL,3617,130.23,CP7
EXT003570,TRD005191,2024-01-15T19:20:00.000Z,JPM,224,475.62,CP12
EXT003571,TRD005192,2024-01-15T18:32:00.000Z,INVALID_SYM,9637,359.66999999,CP3
EXT003572,TRD005193,2024-01-15T20:32:00.000Z,INVALID_SYM,3431,274.80,CP12
EXT003573,TRD005194,2024-01-15T19:47:00.000Z,BAC,9859,225.37,CP14
EXT003574,TRD005195,2024-01-15T15:49:00.000Z,NVDA,6217,507.31999999,CP9
EXT003575,TRD005196,2024-01-15T15:00:00.000Z,NVDA,3966,539.86,CP11
EXT003576,TRD005197,2024-01-15T15:56:00.000Z,NVDA,272,126.35,CP7
EXT003577,TRD005198,2024-01-15T19:18:00.000Z,META,6375,262.95,CP16
EXT003578,TRD005200,2024-01-15T18:53:00.000Z,META,7279,102.85,CP4
EXT003579,TRD005201,2024-01-15T16:48:00.000Z,AMZN,4794,253.87,CP2
EXT003580,TRD005202,2024-01-15T19:41:00.000Z,META,5946,81.37,CP18
EXT003581,TRD005203,2024-01-15T17:25:00.000Z,TSLA,2262,283.95,CP12
EXT003582,TRD005204,2024-01-15T15:45:00.000Z,MSFT,5062,296.95,CP6
EXT003583,TRD005205,2024-01-15T15:30:00.000Z,BAC,2931,303.74,CP13
EXT003584,TRD005206,2024-01-15T14:23:00.000Z,META,6591,370.03999998999996,CP18
EXT003585,TRD005207,2024-01-15T19:54:00.000Z,TSLA,,138.99,CP17
EXT003586,TRD005208,2024-01-15T18:47:00.000Z,AAPL,8665,315.27,CP14
EXT003587,TRD005209,2024-01-15T17:57:00.000Z,AAPL,2538,533.35,CP15
EXT003588,TRD005210,2024-01-15T18:43:00.000Z,NVDA,3455,459.37,CP13
EXT003589,TRD005212,2024-01-15T15:23:00.000Z,GOOGL,,512.01,CP18
EXT003590,TRD005214,2024-01-15T15:45:00.000Z,AAPL,9874,123.13,CP7
EXT003591,TRD005216,2024-01-15T20:04:00.000Z,TSLA,145,272.52,CP11
EXT003592,TRD005217,2024-01-15T15:12:00.000Z,BAC,9326,184.92,CP20
EXT003593,TRD005218,2024-01-15T17:22:00.000Z,NVDA,7992,234.91,CP12
EXT003594,TRD005219,2024-01-15T17:39:00.000Z,BAC,499,492.14,CP2
EXT003595,TRD005220,2024-01-15T16:22:00.000Z,AAPL,3062,103.47,CP6
EXT003596,TRD005221,2024-01-15T15:26:00.000Z,INVALID_SYM,3721,280.90,CP12
EXT003597,TRD005222,2024-01-15T18:10:00.000Z,AMZN,1423,468.64999998999997,CP20
EXT003598,TRD005223,2024-01-15T17:45:00.000Z,INVALID_SYM,1920,537.84,CP8
EXT003599,TRD005224,2024-01-15T15:12:00.000Z,NVDA,4159,332.13999999,CP2
EXT003600,TRD005225,2024-01-15T17:01:00.000Z,MSFT,8451,314.73,CP6
EXT003601,TRD005226,2024-01-15T17:41:00.000Z,AMZN,2720,549.12,CP19
EXT003602,TRD005227,2024-01-15T17:44:00.000Z,BAC,6105,498.94,CP2
EXT003603,TRD005228,2024-01-15T19:18:00.000Z,INVALID_SYM,8758,479.19,CP2
EXT003604,TRD005229,2024-01-15T18:54:00.000Z,AAPL,7963,287.10,CP19
EXT003605,TRD005230,2024-01-15T15:12:00.000Z,BAC,5249,458.10,CP14
EXT003606,TRD005231,2024-01-15T14:33:00.000Z,MSFT,3759,376.22,CP6
EXT003607,TRD005238,2024-01-15T16:18:00.000Z,META,6282,445.25,CP5
EXT003608,TRD005239,2024-01-15T18:17:00.000Z,INVALID_SYM,5960,362.68,CP11
EXT003609,TRD005240,2024-01-15T16:34:00.000Z,NVDA,8650,178.64,CP20
EXT003610,TRD005241,2024-01-15T14:02:00.000Z,TSLA,2877,303.19999999,CP20
EXT003611,TRD005242,2024-01-15T18:24:00.000Z,AAPL,9971,382.10,CP14
EXT003612,TRD005245,2024-01-15T17:39:00.000Z,GOOGL,5399,394.20,CP3
EXT003613,TRD005246,2024-01-15T14:22:00.000Z,JPM,4342,221.02,CP14
EXT003614,TRD005248,2024-01-15T19:26:00.000Z,BAC,6727,152.11999999000003,CP4
EXT003615,TRD005249,2024-01-15T18:43:00.000Z,BAC,5292,191.82,CP12
EXT003616,TRD005250,2024-01-15T14:52:00.000Z,BAC,5297,479.91,CP12
EXT003617,TRD005251,2024-01-15T18:25:00.000Z,BAC,2801,231.33,CP18
EXT003618,TRD005253,2024-01-15T17:57:00.000Z,JPM,5010,310.91,CP7
EXT003619,TRD005254,2024-01-15T15:56:00.000Z,GOOGL,7971,347.75,CP8
EXT003620,TRD005255,2024-01-15T16:49:00.000Z,BAC,7355,93.64,CP16
EXT003621,TRD005256,2024-01-15T18:06:00.000Z,INVALID_SYM,9195,476.11,CP8
EXT003622,TRD005257,2024-01-15T16:13:00.000Z,NVDA,1076,480.04,CP4
EXT003623,TRD005258,2024-01-15T15:46:00.000Z,AAPL,9392,114.69,CP7
EXT003624,TRD005259,2024-01-15T20:52:00.000Z,INVALID_SYM,3737,64.24,CP17
EXT003625,TRD005260,2024-01-15T17:34:00.000Z,MSFT,1191,335.91,CP14
EXT003626,TRD005261,2024-01-15T14:46:00.000Z,GOOGL,9181,487.05,CP11
EXT003627,TRD005262,2024-01-15T20:32:00.000Z,GOOGL,6754,540.46,CP4
EXT003628,TRD005263,2024-01-15T14:48:00.000Z,GOOGL,4370,337.51,CP18
EXT003629,TRD005265,2024-01-15T18:44:00.000Z,INVALID_SYM,2471,419.23,CP8
EXT003630,TRD005266,2024-01-15T17:08:00.000Z,NVDA,384,388.68,CP20
EXT003631,TRD005267,2024-01-15T18:43:00.000Z,AAPL,9513,531.75,CP15
EXT003632,TRD005268,2024-01-15T14:06:00.000Z,INVALID_SYM,8610,518.74,CP18
EXT003633,TRD005269,2024-01-15T19:30:00.000Z,MSFT,4789,460.07,CP14
EXT003634,TRD005270,2024-01-15T20:11:00.000Z,BAC,3649,60.64,CP1
EXT003635,TRD005271,2024-01-15T20:39:00.000Z,AAPL,1631,227.56,CP12
EXT003636,TRD005272,2024-01-15T16:15:00.000Z,NVDA,6762,183.14,CP15
EXT003637,TRD005274,2024-01-15T14:02:00.000Z,TSLA,,91.91,CP2
EXT003638,TRD005276,2024-01-15T14:25:00.000Z,BAC,1380,459.56,CP19
EXT003639,TRD005277,2024-01-15T17:44:00.000Z,JPM,2571,116.68,CP6
EXT003640,TRD005278,2024-01-15T15:31:00.000Z,INVALID_SYM,4311,397.11,CP4
EXT003641,TRD005279,2024-01-15T14:19:00.000Z,NVDA,1147,370.81,CP8
EXT003642,TRD005280,2024-01-15T15:13:00.000Z,AMZN,8318,208.27,CP7
EXT003643,TRD005281,2024-01-15T15:11:00.000Z,BAC,3572,81.48,CP19
EXT003644,TRD005282,2024-01-15T15:17:00.000Z,TSLA,107,222.01,CP14
EXT003645,TRD005283,2024-01-15T14:17:00.000Z,JPM,6095,520.38,CP10
EXT003646,TRD005284,2024-01-15T15:30:00.000Z,META,7087,374.59,CP11
EXT003647,TRD005285,2024-01-15T15:03:00.000Z,TSLA,5475,483.11,CP4
EXT003648,TRD005287,2024-01-15T16:00:00.000Z,JPM,1170,,CP16
EXT003649,TRD005288,2024-01-15T18:02:00.000Z,AMZN,7801,412.51,CP20
EXT003650,TRD005289,2024-01-15T17:46:00.000Z,TSLA,,400.67,CP4
EXT003651,TRD005291,2024-01-15T16:00:00.000Z,TSLA,7014,438.90,CP16
EXT003652,TRD005292,2024-01-15T15:13:00.000Z,GOOGL,4679,539.26,CP13
EXT003653,TRD005293,2024-01-15T18:28:00.000Z,AMZN,3543,365.34,CP6
EXT003654,TRD005294,2024-01-15T15:40:00.000Z,BAC,6803,88.64,CP15
EXT003655,TRD005295,2024-01-15T16:22:00.000Z,INVALID_SYM,1020,150.52,CP7
EXT003656,TRD005297,2024-01-15T15:50:00.000Z,MSFT,5464,63.92,CP7
EXT003657,TRD005299,2024-01-15T14:44:00.000Z,AAPL,2738,472.59,CP13
EXT003658,TRD005300,2024-01-15T16:10:00.000Z,NVDA,1530,539.08,CP12
EXT003659,TRD005302,2024-01-15T19:58:00.000Z,NVDA,4913,333.80,CP6
EXT003660,TRD005303,2024-01-15T17:20:00.000Z,TSLA,1573,171.10,CP14
EXT003661,TRD005304,2024-01-15T14:19:00.000Z,GOOGL,5518,441.33,CP19
EXT003662,TRD005305,2024-01-15T15:21:00.000Z,META,4289,385.18999999,CP20
EXT003663,TRD005306,2024-01-15T15:55:00.000Z,AAPL,8594,265.90,CP2
EXT003664,TRD005308,2024-01-15T14:52:00.000Z,META,2999,453.13,CP6
EXT003665,TRD005309,2024-01-15T18:19:00.000Z,BAC,5609,473.29,CP18
EXT003666,TRD005310,2024-01-15T18:16:00.000Z,INVALID_SYM,5105,325.56,CP5
EXT003667,TRD005313,2024-01-15T18:34:00.000Z,MSFT,5804,283.42,CP5
EXT003668,TRD005314,2024-01-15T15:37:00.000Z,AMZN,3382,110.16,CP17
EXT003669,TRD005315,2024-01-15T16:11:00.000Z,META,878,496.33,CP12
EXT003670,TRD005316,2024-01-15T16:46:00.000Z,AMZN,5334,467.27,CP19
EXT003671,TRD005317,2024-01-15T19:45:00.000Z,AMZN,5642,523.98,CP6
EXT003672,TRD005318,2024-01-15T18:59:00.000Z,AMZN,2721,215.09,CP6
EXT003673,TRD005319,2024-01-15T16:37:00.000Z,META,8159,434.04,CP10
EXT003674,TRD005321,2024-01-15T20:56:00.000Z,INVALID_SYM,170,72.28,CP20
EXT003675,TRD005322,2024-01-15T14:27:00.000Z,NVDA,3830,487.30,CP16
EXT003676,TRD005324,2024-01-15T19:34:00.000Z,GOOGL,5964,124.76,CP1
EXT003677,TRD005325,2024-01-15T20:40:00.000Z,META,2793,496.23,CP8
EXT003678,TRD005326,2024-01-15T14:01:00.000Z,TSLA,1223,403.36,CP13
EXT003679,TRD005327,2024-01-15T18:39:00.000Z,BAC,6324,256.90,CP16
EXT003680,TRD005329,2024-01-15T18:22:00.000Z,AAPL,7753,493.96,CP3
EXT003681,TRD005330,2024-01-15T15:59:00.000Z,AMZN,7390,111.46,CP5
EXT003682,TRD005332,2024-01-15T18:39:00.000Z,TSLA,2269,274.97,CP15
EXT003683,TRD005333,2024-01-15T15:54:00.000Z,AAPL,7494,77.05,CP7
EXT003684,TRD005335,2024-01-15T18:16:00.000Z,GOOGL,3174,376.03,CP16
EXT003685,TRD005336,2024-01-15T20:56:00.000Z,GOOGL,7881,155.01,CP8
EXT003686,TRD005337,2024-01-15T17:09:00.000Z,META,939,80.72,CP16
EXT003687,TRD005338,2024-01-15T18:54:00.000Z,MSFT,355,230.17,CP5
EXT003688,TRD005340,2024-01-15T20:30:00.000Z,META,3782,254.07,CP14
EXT003689,TRD005341,2024-01-15T20:11:00.000Z,AMZN,9416,199.07,CP19
EXT003690,TRD005342,2024-01-15T15:59:00.000Z,META,6593,284.59,CP5
EXT003691,TRD005343,2024-01-15T17:41:00.000Z,META,6634,232.80,CP6
EXT003692,TRD005344,2024-01-15T19:41:00.000Z,GOOGL,2559,172.85,CP20
EXT003693,TRD005345,2024-01-15T15:13:00.000Z,GOOGL,418,136.48,CP9
EXT003694,TRD005346,2024-01-15T14:08:00.000Z,MSFT,1856,185.68,CP7
EXT003695,TRD005347,2024-01-15T16:30:00.000Z,BAC,6675,323.12,CP20
EXT003696,TRD005348,2024-01-15T16:48:00.000Z,AAPL,354,272.58,CP18
EXT003697,TRD005350,2024-01-15T17:14:00.000Z,INVALID_SYM,1183,162.02,CP1
EXT003698,TRD005351,2024-01-15T17:38:00.000Z,TSLA,4039,345.11,CP7
EXT003699,TRD005352,2024-01-15T18:17:00.000Z,GOOGL,107,118.20999999,CP11
EXT003700,TRD005354,2024-01-15T20:30:00.000Z,META,383,287.45,CP15
EXT003701,TRD005356,2024-01-15T15:21:00.000Z,INVALID_SYM,3395,338.85,CP16
EXT003702,TRD005359,2024-01-15T14:00:00.000Z,NVDA,1389,64.32,CP11
EXT003703,TRD005361,2024-01-15T15:13:00.000Z,BAC,4184,486.65,CP4
EXT003704,TRD005362,2024-01-15T19:21:00.000Z,TSLA,8782,249.57,CP15
EXT003705,TRD005366,2024-01-15T19:07:00.000Z,AAPL,1166,192.66,CP14
EXT003706,TRD005368,2024-01-15T16:11:00.000Z,NVDA,5480,386.50,CP12
EXT003707,TRD005370,2024-01-15T14:23:00.000Z,AMZN,1595,528.15,CP8
EXT003708,TRD005371,2024-01-15T20:19:00.000Z,BAC,8522,482.28,CP17
EXT003709,TRD005372,2024-01-15T14:36:00.000Z,AAPL,4762,327.93,CP19
EXT003710,TRD005373,2024-01-15T14:55:00.000Z,AAPL,4920,518.70,CP16
EXT003711,TRD005374,2024-01-15T19:29:00.000Z,GOOGL,2839,529.46999999,CP17
EXT003712,TRD005375,2024-01-15T19:35:00.000Z,AAPL,1284,197.42,CP2
EXT003713,TRD005377,2024-01-15T16:19:00.000Z,GOOGL,5117,79.26,CP20
EXT003714,TRD005378,2024-01-15T16:51:00.000Z,BAC,4797,511.28,CP16
EXT003715,TRD005381,2024-01-15T17:28:00.000Z,GOOGL,2124,111.54,CP7
EXT003716,TRD005383,2024-01-15T14:36:00.000Z,INVALID_SYM,623,363.53,CP17
EXT003717,TRD005384,2024-01-15T19:59:00.000Z,GOOGL,4307,67.07,CP5
EXT003718,TRD005385,2024-01-15T20:28:00.000Z,JPM,7329,318.36,CP20
EXT003719,TRD005387,2024-01-15T15:40:00.000Z,AMZN,,314.03,CP6
EXT003720,TRD005390,2024-01-15T17:43:00.000Z,BAC,9713,248.79,CP17
EXT003721,TRD005391,2024-01-15T20:41:00.000Z,NVDA,7119,139.00,CP2
EXT003722,TRD005392,2024-01-15T14:04:00.000Z,AMZN,3137,279.07,CP12
EXT003723,TRD005394,2024-01-15T16:24:00.000Z,NVDA,6730,64.65,CP19
EXT003724,TRD005395,2024-01-15T15:26:00.000Z,BAC,2175,492.92,CP7
EXT003725,TRD005397,2024-01-15T17:09:00.000Z,GOOGL,9989,291.96,CP9
EXT003726,TRD005399,2024-01-15T17:31:00.000Z,TSLA,3370,311.47,CP11
EXT003727,TRD005400,2024-01-15T17:25:00.000Z,TSLA,3659,322.98,CP20
EXT003728,TRD005402,2024-01-15T19:29:00.000Z,AAPL,3914,453.18,CP7
EXT003729,TRD005403,2024-01-15T20:47:00.000Z,INVALID_SYM,3130,397.17,CP6
EXT003730,TRD005406,2024-01-15T17:43:00.000Z,MSFT,3899,156.96,CP15
EXT003731,TRD005408,2024-01-15T17:37:00.000Z,AMZN,2132,314.68,CP15
EXT003732,TRD005409,2024-01-15T19:07:00.000Z,TSLA,6167,160.66,CP4
EXT003733,TRD005410,2024-01-15T18:46:00.000Z,MSFT,881,485.71,CP10
EXT003734,TRD005411,2024-01-15T18:02:00.000Z,META,9066,155.34,CP5
EXT003735,TRD005413,2024-01-15T14:14:00.000Z,JPM,3727,321.42,CP9
EXT003736,TRD005415,2024-01-15T20:59:00.000Z,BAC,8864,208.01,CP19
EXT003737,TRD005417,2024-01-15T17:28:00.000Z,BAC,1814,516.76,CP2
EXT003738,TRD005418,2024-01-15T17:45:00.000Z,TSLA,9980,473.86999999,CP14
EXT003739,TRD005419,2024-01-15T15:47:00.000Z,AMZN,2469,495.65,CP11
EXT003740,TRD005420,2024-01-15T19:09:00.000Z,TSLA,3656,113.15,CP6
EXT003741,TRD005421,2024-01-15T14:49:00.000Z,META,9357,291.94,CP1
EXT003742,TRD005422,2024-01-15T14:54:00.000Z,GOOGL,5133,86.97,CP14
EXT003743,TRD005423,2024-01-15T18:15:00.000Z,TSLA,2584,296.97,CP2
EXT003744,TRD005427,2024-01-15T15:07:00.000Z,BAC,6856,172.63999999,CP18
EXT003745,TRD005429,2024-01-15T14:20:00.000Z,META,4812,414.23,CP10
EXT003746,TRD005432,2024-01-15T20:54:00.000Z,AAPL,8452,323.89,CP7
EXT003747,TRD005434,2024-01-15T18:09:00.000Z,META,9918,193.90,CP18
EXT003748,TRD005435,2024-01-15T16:12:00.000Z,AMZN,5121,535.54,CP3
EXT003749,TRD005437,2024-01-15T20:28:00.000Z,META,4212,72.25,CP12
EXT003750,TRD005439,2024-01-15T20:04:00.000Z,JPM,2628,229.00,CP11
EXT003751,TRD005440,2024-01-15T14:30:00.000Z,AMZN,755,335.24999999,CP2
EXT003752,TRD005441,2024-01-15T20:20:00.000Z,AMZN,8706,318.48,CP4
EXT003753,TRD005442,2024-01-15T17:45:00.000Z,TSLA,2530,142.20,CP15
EXT003754,TRD005443,2024-01-15T16:41:00.000Z,BAC,4367,439.37,CP18
EXT003755,TRD005444,2024-01-15T15:35:00.000Z,INVALID_SYM,701,199.35,CP2
EXT003756,TRD005445,2024-01-15T17:39:00.000Z,AAPL,1924,189.54,CP1
EXT003757,TRD005447,2024-01-15T15:26:00.000Z,BAC,8420,82.58,CP16
EXT003758,TRD005448,2024-01-15T17:31:00.000Z,NVDA,7601,271.90,CP13
EXT003759,TRD005451,2024-01-15T19:33:00.000Z,GOOGL,2409,306.87,CP16
EXT003760,TRD005452,2024-01-15T16:55:00.000Z,AMZN,7493,341.91,CP20
EXT003761,TRD005453,2024-01-15T20:44:00.000Z,TSLA,9360,410.96,CP8
EXT003762,TRD005455,2024-01-15T18:06:00.000Z,AAPL,5241,84.98,CP13
EXT003763,TRD005456,2024-01-15T14:16:00.000Z,JPM,5755,418.03,CP10
EXT003764,TRD005457,2024-01-15T17:24:00.000Z,META,5558,491.26,CP8
EXT003765,TRD005461,2024-01-15T16:52:00.000Z,INVALID_SYM,4616,338.87999999,CP16
EXT003766,TRD005464,2024-01-15T16:05:00.000Z,GOOGL,5566,163.10,CP15
EXT003767,TRD005465,2024-01-15T16:14:00.000Z,TSLA,4993,223.40,CP4
EXT003768,TRD005467,2024-01-15T15:13:00.000Z,MSFT,4548,480.81,CP20
EXT003769,TRD005468,2024-01-15T15:57:00.000Z,AAPL,8132,253.61,CP1
EXT003770,TRD005471,2024-01-15T15:02:00.000Z,GOOGL,7164,55.77,CP5
EXT003771,TRD005472,2024-01-15T20:05:00.000Z,NVDA,7439,378.73,CP20
EXT003772,TRD005473,2024-01-15T20:24:00.000Z,GOOGL,3305,60.20999999,CP10
EXT003773,TRD005474,2024-01-15T20:20:00.000Z,MSFT,4752,74.65,CP11
EXT003774,TRD005475,2024-01-15T19:09:00.000Z,INVALID_SYM,9777,137.05999999000002,CP14
EXT003775,TRD005476,2024-01-15T15:39:00.000Z,JPM,3363,227.79,CP8
EXT003776,TRD005477,2024-01-15T14:34:00.000Z,GOOGL,9184,545.05,CP17
EXT003777,TRD005478,2024-01-15T15:59:00.000Z,JPM,5783,275.29,CP14
EXT003778,TRD005479,2024-01-15T14:00:00.000Z,META,9091,108.48,CP17
EXT003779,TRD005480,2024-01-15T19:01:00.000Z,AMZN,6000,137.16,CP4
EXT003780,TRD005481,2024-01-15T15:08:00.000Z,META,4467,488.93,CP7
EXT003781,TRD005482,2024-01-15T16:43:00.000Z,BAC,3479,,CP5
EXT003782,TRD005483,2024-01-15T19:29:00.000Z,AMZN,6423,107.42,CP13
EXT003783,TRD005484,2024-01-15T14:06:00.000Z,META,513,401.16,CP3
EXT003784,TRD005485,2024-01-15T14:39:00.000Z,NVDA,5342,77.51,CP20
EXT003785,TRD005487,2024-01-15T15:42:00.000Z,GOOGL,2370,422.56,CP8
EXT003786,TRD005489,2024-01-15T20:34:00.000Z,NVDA,714,463.25,CP9
EXT003787,TRD005490,2024-01-15T17:46:00.000Z,MSFT,8377,233.08,CP6
EXT003788,TRD005491,2024-01-15T15:25:00.000Z,GOOGL,3452,164.67999999,CP19
EXT003789,TRD005492,2024-01-15T20:21:00.000Z,MSFT,4671,247.61,CP6
EXT003790,TRD005493,2024-01-15T15:00:00.000Z,GOOGL,1335,86.19,CP12
EXT003791,TRD005494,2024-01-15T18:25:00.000Z,GOOGL,5785,132.25999999,CP1
EXT003792,TRD005496,2024-01-15T16:39:00.000Z,INVALID_SYM,5469,536.80,CP16
EXT003793,TRD005498,2024-01-15T20:34:00.000Z,JPM,4479,165.94,CP5
EXT003794,TRD005500,2024-01-15T16:36:00.000Z,JPM,7362,393.21,CP9
EXT003795,TRD005501,2024-01-15T19:26:00.000Z,AMZN,7739,378.67,CP7
EXT003796,TRD005502,2024-01-15T19:53:00.000Z,GOOGL,6931,534.61,CP19
EXT003797,TRD005503,2024-01-15T19:55:00.000Z,GOOGL,2486,153.37,CP18
EXT003798,TRD005504,2024-01-15T14:41:00.000Z,TSLA,1872,488.06,CP1
EXT003799,TRD005505,2024-01-15T14:00:00.000Z,INVALID_SYM,2048,268.21,CP15
EXT003800,TRD005506,2024-01-15T14:06:00.000Z,MSFT,8192,362.80,CP7
EXT003801,TRD005508,2024-01-15T20:30:00.000Z,JPM,2451,97.09,CP1
EXT003802,TRD005509,2024-01-15T19:16:00.000Z,AMZN,1078,123.29,CP8
EXT003803,TRD005511,2024-01-15T17:26:00.000Z,GOOGL,2383,329.83,CP19
EXT003804,TRD005513,2024-01-15T20:26:00.000Z,AMZN,6011,355.24,CP11
EXT003805,TRD005517,2024-01-15T19:30:00.000Z,JPM,423,81.29,CP17
EXT003806,TRD005518,2024-01-15T18:59:00.000Z,INVALID_SYM,6687,90.86,CP15
EXT003807,TRD005519,2024-01-15T15:53:00.000Z,INVALID_SYM,1541,278.53,CP7
EXT003808,TRD005521,2024-01-15T20:34:00.000Z,NVDA,3600,62.63,CP18
